Center 1/nm  # refs Possible  Compl       Meas   Red   SNR     Mean I     d(A)    Min 1/nm   Max 1/nm
     1.198     2084     2082 100.10    1294012 620.9 10.16     115.98     8.34       0.262      2.135
     2.412     1970     1970 100.00     733829 372.5  9.68     102.99     4.15       2.135      2.690
     2.884     1967     1967 100.00     605028 307.6  8.54      52.18     3.47       2.690      3.078
     3.233     1938     1938 100.00     571459 294.9  7.51      23.98     3.09       3.078      3.388
     3.519     1928     1928 100.00     533954 276.9  6.64      14.89     2.84       3.388      3.650
     3.764     1921     1921 100.00     507732 264.3  5.60       9.27     2.66       3.650      3.878
     3.980     1909     1909 100.00     477699 250.2  4.88       7.05     2.51       3.878      4.083
     4.175     1943     1943 100.00     466977 240.3  4.22       5.44     2.39       4.083      4.268
     4.354     1907     1907 100.00     434901 228.1  3.40       3.99     2.30       4.268      4.439
     4.519     1915     1915 100.00     398493 208.1  2.67       3.13     2.21       4.439      4.598
     4.672     1915     1915 100.00     395754 206.7  2.11       2.22     2.14       4.598      4.746
     4.816     1894     1894 100.00     375579 198.3  1.77       1.78     2.08       4.746      4.886
     4.952     1914     1914 100.00     359336 187.7  1.32       1.30     2.02       4.886      5.018
     5.081     1918     1918 100.00     365570 190.6  0.98       0.88     1.97       5.018      5.144
     5.203     1878     1878 100.00     354810 188.9  0.73       0.63     1.92       5.144      5.263
